opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
2855,SUNY COLLEGE OF TECHNOLOGY AT CANTON                             ,CORNELL DRIVE                                     ,CANTON              ,NY,13617,158,1326,11.9
2856,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL           ,106 SUFFOLK CIRCLE                 S.U.N.Y. COBLES,COBLESKILL          ,NY,12043,115,1035,11.1
2857,SUNY COLLEGE OF TECHNOLOGY AT DELHI                              ,454 DELHI DRIVE                    BUSH HALL      ,DELHI               ,NY,13753,124,1204,10.2
2858,STATE UNIVERSITY OF NEW YORK AT FARMINGDALE                      ,"2350 BROADHOLLOW ROAD, ROUTE 110                  ",FARMINGDALE         ,NY,11735,66,1243,5.3
2859,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE          ,WHIPPLE ADMINISTRATION BUILDING    ROUTE 20       ,MORRISVILLE         ,NY,13408,180,1416,12.7
2860,ADIRONDACK COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES ,640 BAY ROAD                                      ,QUEENSBURY          ,NY,12804,129,840,15.3
2861,CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE      ,197 FRANKLIN STREET                               ,AUBURN              ,NY,13021,315,1605,19.6
2862,SUNY BROOME COMMUNITY COLLEGE                                    ,907 UPPER FRONT STREET                            ,BINGHAMTON          ,NY,13905,311,1738,17.8
2863,CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES    ,1 ACADEMIC DRIVE                                  ,CORNING             ,NY,14830,246,1353,18.1
2864,DUTCHESS COMMUNITY COLLEGE                                       ,53 PENDELL ROAD                                   ,POUGHKEEPSIE        ,NY,12601,205,1336,15.3
2866,FASHION INSTITUTE OF TECHNOLOGY                                  ,7TH AVENUE AT 27TH STREET                         ,NEW YORK            ,NY,10001,68,1543,4.4
2867,SUNY FULTON-MONTGOMERY COMMUNITY COLLEGE                         ,2805 STATE HIGHWAY 67                             ,JOHNSTOWN           ,NY,12095,193,868,22.2
2868,HUDSON VALLEY COMMUNITY COLLEGE                                  ,80 VANDENBURGH AVENUE                             ,TROY                ,NY,12180,364,3074,11.8
2869,JAMESTOWN COMMUNITY COLLEGE                                      ,525 FALCONER STREET                PO BOX 20      ,JAMESTOWN           ,NY,14702,170,1006,16.8
2870,JEFFERSON COMMUNITY COLLEGE                                      ,1220 COFFEEN STREET                               ,WATERTOWN           ,NY,13601,127,932,13.6
2871,MOHAWK VALLEY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEG,1101 SHERMAN DRIVE                                ,UTICA               ,NY,13501,419,2146,19.5
2872,MONROE COMMUNITY COLLEGE                                         ,1000 EAST HENRIETTA ROAD                          ,ROCHESTER           ,NY,14623,794,5069,15.6
2873,NASSAU COMMUNITY COLLEGE                                         ,1 EDUCATION DRIVE                                 ,GARDEN CITY         ,NY,11530,217,2238,9.6
2874,NIAGARA COUNTY COMMUNITY COLLEGE                                 ,3111 SAUNDERS SETTLEMENT ROAD                     ,SANBORN             ,NY,14132,245,1543,15.8
2875,ONONDAGA COMMUNITY COLLEGE                                       ,4585 WEST SENECA TURNPIKE                         ,SYRACUSE            ,NY,13215,430,2881,14.9
2876,ORANGE COUNTY COMMUNITY COLLEGE                                  ,115 SOUTH STREET                                  ,MIDDLETOWN          ,NY,10940,146,1071,13.6
2877,ROCKLAND COMMUNITY COLLEGE                                       ,145 COLLEGE ROAD                                  ,SUFFERN             ,NY,10901,69,584,11.8
2878,SUFFOLK COUNTY COMMUNITY COLLEGE                                 ,533 COLLEGE ROAD                                  ,SELDEN              ,NY,11784,319,3529,9
2879,SULLIVAN COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,112 COLLEGE ROAD                                  ,LOCH SHELDRAKE      ,NY,12759,82,463,17.7
2880,ULSTER COUNTY COMMUNITY COLLEGE                                  ,491 COTTEKILL ROAD                                ,STONE RIDGE         ,NY,12484,102,492,20.7
2881,SUNY WESTCHESTER COMMUNITY COLLEGE                               ,75 GRASSLANDS ROAD                                ,VALHALLA            ,NY,10595,134,1058,12.6
2882,SYRACUSE UNIVERSITY                                              ,"CROUSE HINDS HALL, SUITE 600                      ",SYRACUSE            ,NY,13244,113,3703,3
2883,UTICA COLLEGE                                                    ,1600 BURRSTONE ROAD                               ,UTICA               ,NY,13502,59,1260,4.6
2885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES                   ,106 NEW SCOTLAND AVENUE                           ,ALBANY              ,NY,12208,6,327,1.8
2886,ALBANY LAW SCHOOL OF UNION UNIVERSITY                            ,80 NEW SCOTLAND AVENUE                            ,ALBANY              ,NY,12208,4,242,1.6
2887,ALBANY MEDICAL COLLEGE                                           ,47 NEW SCOTLAND AVENUE                            ,ALBANY              ,NY,12208,0,191,0
2889,UNION COLLEGE                                                    ,807 UNION STREET                                  ,SCHENECTADY         ,NY,12308,3,337,0.8
2890,UNION THEOLOGICAL SEMINARY                                       ,3041 BROADWAY                                     ,NEW YORK            ,NY,10027,2,70,2.8
2892,UNITED STATES MERCHANT MARINE ACADEMY                            ,300 STEAMBOAT ROAD                                ,KINGS POINT         ,NY,11024,1,64,1.5
2894,UNIVERSITY OF ROCHESTER                                          ,240 WALLIS HALL                                   ,ROCHESTER           ,NY,14627,21,1710,1.2
2895,VASSAR COLLEGE                                                   ,124 RAYMOND AVENUE                                ,POUGHKEEPSIE        ,NY,12604,1,330,0.3
2896,VILLA MARIA COLLEGE OF BUFFALO                                   ,240 PINE RIDGE ROAD                               ,BUFFALO             ,NY,14225,27,213,12.6
2899,WAGNER COLLEGE                                                   ,ONE CAMPUS ROAD                                   ,STATEN ISLAND       ,NY,10301,13,471,2.7
2901,WELLS COLLEGE                                                    ,"ROUTE 90, 170 MAIN STREET                         ",AURORA              ,NY,13026,19,196,9.6
2903,YESHIVA UNIVERSITY                                               ,500 WEST 185TH STREET              WILF CAMPUS    ,NEW YORK            ,NY,10033,15,991,1.5
2905,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY         ,1601 EAST MARKET STREET                           ,GREENSBORO          ,NC,27411,400,2956,13.5
2906,APPALACHIAN STATE UNIVERSITY                                     ,DOUGHERTY ADMINISTRATION BUILDING                 ,BOONE               ,NC,28608,109,3282,3.3
2907,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE                          ,1 UNIVERSITY HEIGHTS                              ,ASHEVILLE           ,NC,28804,34,749,4.5
2908,BARTON COLLEGE                                                   ,704A COLLEGE STREET                               ,WILSON              ,NC,27893,33,415,7.9
2910,BELMONT ABBEY COLLEGE                                            ,100 BELMONT MOUNT HOLLY ROAD                      ,BELMONT             ,NC,28012,53,564,9.3
2911,BENNETT COLLEGE                                                  ,900 EAST WASHINGTON STREET                        ,GREENSBORO          ,NC,27401,27,243,11.1
2912,BREVARD COLLEGE                                                  ,1 BREVARD COLLEGE DRIVE                           ,BREVARD             ,NC,28712,24,212,11.3
2913,CAMPBELL UNIVERSITY                                              ,143 MAIN STREET                                   ,BUIES CREEK         ,NC,27506,80,1370,5.8
2914,CATAWBA COLLEGE                                                  ,2300 WEST INNES STREET                            ,SALISBURY           ,NC,28144,39,382,10.2
2915,CENTRAL PIEDMONT COMMUNITY COLLEGE                               ,1201 ELIZABETH AVENUE                             ,CHARLOTTE           ,NC,28204,225,1110,20.2
2916,CHOWAN UNIVERSITY                                                ,ONE UNIVERSITY PLACE                              ,MURFREESBORO        ,NC,27855,104,571,18.2
2917,COLLEGE OF THE ALBEMARLE                                         ,1208 NORTH ROAD STREET                            ,ELIZABETH CITY      ,NC,27909,11,64,17.1
2918,DAVIDSON COLLEGE                                                 ,CONCORD AND MAIN STREETS                          ,DAVIDSON            ,NC,28035,3,133,2.2
2919,DAVIDSON COUNTY COMMUNITY COLLEGE                                ,297 DCCC ROAD                                     ,THOMASVILLE         ,NC,27360,141,656,21.4
2920,DUKE UNIVERSITY                                                  ,2127 CAMPUS DRIVE                                 ,DURHAM              ,NC,27708,10,2294,0.4
2923,EAST CAROLINA UNIVERSITY                                         ,EAST FIFTH STREET                  MS 510         ,GREENVILLE          ,NC,27858,301,5770,5.2
2926,ELIZABETH CITY STATE UNIVERSITY                                  ,1704 WEEKSVILLE ROAD                              ,ELIZABETH CITY      ,NC,27909,164,957,17.1
2927,ELON UNIVERSITY                                                  ,100 CAMPUS DRIVE                   2185 CAMPUS BOX,ELON                ,NC,27244,11,878,1.2
2928,FAYETTEVILLE STATE UNIVERSITY                                    ,1200 MURCHISON ROAD                               ,FAYETTEVILLE        ,NC,28301,217,1790,12.1
2929,GARDNER - WEBB UNIVERSITY                                        ,110 SOUTH MAIN STREET                             ,BOILING SPRINGS     ,NC,28017,111,1583,7
2930,GREENSBORO COLLEGE                                               ,815 WEST MARKET STREET                            ,GREENSBORO          ,NC,27401,49,397,12.3
2931,GUILFORD COLLEGE                                                 ,5800 WEST FRIENDLY AVENUE                         ,GREENSBORO          ,NC,27410,86,883,9.7
2933,HIGH POINT UNIVERSITY                                            ,ONE UNIVERSITY PARKWAY                            ,HIGH POINT          ,NC,27268,45,798,5.6
2935,JOHN WESLEY UNIVERSITY                                           ,1215 EASTCHESTER DRIVE                            ,HIGH POINT          ,NC,27265,13,91,14.2
2936,JOHNSON C SMITH UNIVERSITY                                       ,100 BEATTIES FORD ROAD                            ,CHARLOTTE           ,NC,28216,128,658,19.4
2937,KING'S COLLEGE                                                   ,322 LAMAR AVENUE                                  ,CHARLOTTE           ,NC,28204,35,336,10.4
2939,LEES-MCRAE COLLEGE                                               ,375 COLLEGE DRIVE                                 ,BANNER ELK          ,NC,28604,43,336,12.7
2941,LENOIR-RHYNE UNIVERSITY                                          ,625 SEVENTH AVENUE NORTHEAST                      ,HICKORY             ,NC,28601,33,594,5.5
2942,LIVINGSTONE COLLEGE                                              ,701 WEST MONROE STREET                            ,SALISBURY           ,NC,28144,131,482,27.1
2943,LOUISBURG COLLEGE                                                ,501 NORTH MAIN STREET                             ,LOUISBURG           ,NC,27549,122,431,28.3
2944,MARS HILL UNIVERSITY                                             ,124 CASCADE STREET                                ,MARS HILL           ,NC,28754,57,439,12.9
2945,MEREDITH COLLEGE                                                 ,3800 HILLSBOROUGH STREET                          ,RALEIGH             ,NC,27607,24,505,4.7
2946,METHODIST UNIVERSITY                                             ,5400 RAMSEY STREET                                ,FAYETTEVILLE        ,NC,28311,87,737,11.8
2948,MONTREAT COLLEGE                                                 ,310 GAITHER CIRCLE                                ,MONTREAT            ,NC,28757,26,321,8
2949,UNIVERSITY OF MOUNT OLIVE                                        ,634 HENDERSON STREET                              ,MOUNT OLIVE         ,NC,28365,121,1312,9.2
2950,NORTH CAROLINA CENTRAL UNIVERSITY                                ,1801 FAYETTEVILLE STREET                          ,DURHAM              ,NC,27707,231,2644,8.7
